"Node1","Sign","Node2","edgesUpVars","edgesDownVars"
"YBX3",-1,"FOS","eU1949","eD1949"
"CREB1",1,"APEX1","eU1950","eD1950"
"BCLAF1",1,"TP53","eU1951","eD1951"
"USF1",1,"CTCF","eU1952","eD1952"
"MYF5",1,"MYF6","eU1953","eD1953"
"MYF6",1,"MYF5","eU1954","eD1954"
"MEF2C",1,"PPARA","eU1955","eD1955"
"KLF10",-1,"MYCN","eU1956","eD1956"
"ATF3",1,"SNAI2","eU1957","eD1957"
"PAX7",1,"PAX3","eU1958","eD1958"
"CREB1",1,"USF2","eU1959","eD1959"
"PPARA",1,"AHR","eU1960","eD1960"
"JUN",1,"CEBPD","eU1961","eD1961"
"REL",1,"CEBPD","eU1962","eD1962"
"YY1",-1,"PPARD","eU1963","eD1963"
"NR2C1",-1,"GATA1","eU1964","eD1964"
"NR2C2",-1,"GATA1","eU1965","eD1965"
"KLF4",1,"MYC","eU1966","eD1966"
"MYC",1,"KLF4","eU1967","eD1967"
"AR",1,"FHL2","eU1968","eD1968"
"MYBL2",1,"AR","eU1969","eD1969"
"YY1",1,"TP73","eU1970","eD1970"
"ASCL1",1,"HOXA9","eU1971","eD1971"
"SMAD2",1,"HES1","eU1972","eD1972"
"SMAD3",1,"HES1","eU1973","eD1973"
"CEBPB",1,"CIITA","eU1974","eD1974"
"CEBPD",1,"CIITA","eU1975","eD1975"
"CEBPG",1,"CIITA","eU1976","eD1976"
"PPARA",1,"PDX1","eU1977","eD1977"
"FOXC1",1,"FOXO1","eU1978","eD1978"
"TRPS1",-1,"STAT3","eU1979","eD1979"
"RARA",1,"ZBTB16","eU1980","eD1980"
"ZBTB16",1,"RARA","eU1981","eD1981"
"POU2F1",1,"ESR1","eU1982","eD1982"
"SP4",1,"ESR1","eU1983","eD1983"
"ESR1",1,"NRF1","eU1984","eD1984"
"NRF1",1,"ESR1","eU1985","eD1985"
"ESR2",1,"NRF1","eU1986","eD1986"
"PAX3",1,"TP53","eU1987","eD1987"
"IRF3",1,"TP53","eU1988","eD1988"
"IRF3",1,"PML","eU1989","eD1989"
"PPARG",-1,"FOS","eU1990","eD1990"
"YY1",1,"PEG3","eU1991","eD1991"
"EGR1",-1,"SREBF1","eU1992","eD1992"
"CXXC1",1,"HOXA7","eU1993","eD1993"
"KMT2A",1,"HOXA7","eU1994","eD1994"
"NR3C1",1,"AHR","eU1995","eD1995"
"ESR1",1,"KAT2B","eU1996","eD1996"
"YY1",1,"REST","eU1997","eD1997"
"EGR2",1,"NAB2","eU1998","eD1998"
"NAB2",-1,"EGR2","eU1999","eD1999"
"ETS2",1,"NAB2","eU2000","eD2000"
"ETV1",1,"NAB2","eU2001","eD2001"
"NFATC1",-1,"SP1","eU2002","eD2002"
"SP1",1,"NFATC1","eU2003","eD2003"
"SMAD3",1,"FOXP3","eU2004","eD2004"
"LYL1",1,"ID1","eU2005","eD2005"
"ID1",1,"BRCA1","eU2006","eD2006"
"LYL1",1,"BRCA1","eU2007","eD2007"
"SIM2",-1,"SNAI2","eU2008","eD2008"
"GATA3",1,"FOXP3","eU2009","eD2009"
"FOXP3",1,"GATA3","eU2010","eD2010"
"ESR1",1,"ESRRA","eU2011","eD2011"
"ESRRA",1,"ESR1","eU2012","eD2012"
"TAL1",1,"RUNX1","eU2013","eD2013"
"CEBPG",1,"NR5A2","eU2014","eD2014"
"CREB1",1,"NR5A2","eU2015","eD2015"
"STAT3",1,"TP63","eU2016","eD2016"
"ATF3",1,"CREBBP","eU2017","eD2017"
"EPAS1",1,"CTCF","eU2018","eD2018"
"TP53",1,"APEX1","eU2019","eD2019"
"SP1",-1,"APEX1","eU2020","eD2020"
"ETS1",1,"WT1","eU2021","eD2021"
"WT1",1,"ETS1","eU2022","eD2022"
"MEIS1",1,"MYC","eU2023","eD2023"
"MYC",1,"MEIS1","eU2024","eD2024"
"TFAP2A",1,"TFAP2C","eU2025","eD2025"
"TFAP2C",1,"TFAP2A","eU2026","eD2026"
"CREB1",1,"SMARCA1","eU2027","eD2027"
"SP1",1,"SMARCA1","eU2028","eD2028"
"TP53",-1,"CTNNB1","eU2029","eD2029"
"ZNF148",1,"GATA1","eU2030","eD2030"
"MYB",1,"MAZ","eU2031","eD2031"
"MAZ",-1,"MYB","eU2032","eD2032"
"TFDP1",1,"TCF3","eU2033","eD2033"
"SATB2",-1,"BCL11B","eU2034","eD2034"
"VDR",-1,"HR","eU2035","eD2035"
"FOXO3",-1,"HIF1A","eU2036","eD2036"
"ZFHX3",1,"POU1F1","eU2037","eD2037"
"TP63",1,"RUNX1","eU2038","eD2038"
"HIF1A",1,"TWIST1","eU2039","eD2039"
"HIF1A",1,"NKX2_5","eU2040","eD2040"
"TP53",1,"SMARCA1","eU2041","eD2041"
"SMARCA1",1,"TP53","eU2042","eD2042"
"PAX3",1,"HES1","eU2043","eD2043"
"HES1",1,"PAX3","eU2044","eD2044"
"PAX3",1,"NEUROG2","eU2045","eD2045"
"NEUROG2",1,"PAX3","eU2046","eD2046"
"PPARD",1,"FOXO1","eU2047","eD2047"
"TP63",1,"DLX5","eU2048","eD2048"
"NR3C1",1,"NR1I2","eU2049","eD2049"
"THRA",1,"PPARGC1A","eU2050","eD2050"
"MYBL2",1,"SP3","eU2051","eD2051"
"NFYA",1,"E2F1","eU2052","eD2052"
"E2F1",1,"NFYA","eU2053","eD2053"
"E2F1",-1,"SP3","eU2054","eD2054"
"JUN",1,"NFYA","eU2055","eD2055"
"JUN",1,"SP3","eU2056","eD2056"
"MYBL2",1,"NFYA","eU2057","eD2057"
"STAT5A",1,"IRF8","eU2058","eD2058"
"CUX1",1,"MYC","eU2059","eD2059"
"TFAP2C",1,"CEBPA","eU2060","eD2060"
"SMARCA1",1,"CEBPB","eU2061","eD2061"
"ZBTB7A",1,"SP1","eU2062","eD2062"
"SP1",1,"ZBTB7A","eU2063","eD2063"
"ZBTB7A",-1,"E2F4","eU2064","eD2064"
"SMAD4",1,"ID3","eU2065","eD2065"
"MYOD1",1,"SP7","eU2066","eD2066"
"MYF5",1,"SP7","eU2067","eD2067"
"NFIC",1,"FOS","eU2068","eD2068"
"NFKB1",1,"BCL3","eU2069","eD2069"
"BCL3",-1,"NFKB1","eU2070","eD2070"
"SP3",1,"BRCA1","eU2071","eD2071"
"SP1",1,"ELF1","eU2072","eD2072"
"SP1",1,"GABPA","eU2073","eD2073"
"GATA4",-1,"CEBPB","eU2074","eD2074"
"GATA4",-1,"CEBPD","eU2075","eD2075"
"FOXO3",1,"NR2C2","eU2076","eD2076"
"FOXO3",1,"HEY2","eU2077","eD2077"
"KLF15",1,"CEBPA","eU2078","eD2078"
"KLF2",1,"CEBPA","eU2079","eD2079"
"KLF5",1,"CEBPA","eU2080","eD2080"
"KLF3",-1,"CEBPA","eU2081","eD2081"
"KLF4",1,"CEBPB","eU2082","eD2082"
"CEBPB",-1,"KLF4","eU2083","eD2083"
"JDP2",-1,"DDIT3","eU2084","eD2084"
"STAT6",-1,"FOXP3","eU2085","eD2085"
"HES1",-1,"ASCL2","eU2086","eD2086"
"AR",1,"PURA","eU2087","eD2087"
"PURA",-1,"AR","eU2088","eD2088"
"HMGA2",1,"NKX2_5","eU2089","eD2089"
"EZH2",-1,"RUNX3","eU2090","eD2090"
"FOXO3",1,"TP53","eU2091","eD2091"
"TP53",1,"FOXO3","eU2092","eD2092"
"RORA",1,"SREBF1","eU2093","eD2093"
"EPAS1",1,"RUNX2","eU2094","eD2094"
"GATA4",1,"SRY","eU2095","eD2095"
"YY1",1,"EGR1","eU2096","eD2096"
"TP53",1,"BCL6","eU2097","eD2097"
"BCL6",-1,"TP53","eU2098","eD2098"
"SOX9",1,"NR5A1","eU2099","eD2099"
"NR5A1",1,"SOX9","eU2100","eD2100"
"RUNX1",1,"TCF12","eU2101","eD2101"
"USF1",1,"KAT5","eU2102","eD2102"
"DNMT1",1,"HOXA7","eU2103","eD2103"
"CEBPB",1,"PPARGC1A","eU2104","eD2104"
"TCF3",-1,"POU5F1","eU2105","eD2105"
"AR",1,"ELK4","eU2106","eD2106"
"FOXA1",1,"ELK4","eU2107","eD2107"
"NR0B1",1,"POU5F1","eU2108","eD2108"
"POU5F1",1,"NR0B1","eU2109","eD2109"
"STAT3",1,"NR0B1","eU2110","eD2110"
"ELF3",1,"EHF","eU2111","eD2111"
"DDIT3",1,"ID2","eU2112","eD2112"
"HOXA13",1,"FOXF1","eU2113","eD2113"
"SNAI2",-1,"VDR","eU2114","eD2114"
"DLX4",1,"VDR","eU2115","eD2115"
"GRHL3",1,"VDR","eU2116","eD2116"
"YY1",1,"PRDM2","eU2117","eD2117"
"RBPJ",-1,"MYC","eU2118","eD2118"
"CREB1",1,"GCM1","eU2119","eD2119"
"ZNF148",1,"NFYA","eU2120","eD2120"
"SPI1",1,"NOTCH1","eU2121","eD2121"
"SMAD1",1,"CDX2","eU2122","eD2122"
"SMAD4",1,"CDX2","eU2123","eD2123"
"KAT5",1,"TP73","eU2124","eD2124"
"KAT5",1,"TP53","eU2125","eD2125"
"TP53",1,"TWIST1","eU2126","eD2126"
"TWIST1",-1,"TP53","eU2127","eD2127"
"TWIST1",1,"YBX1","eU2128","eD2128"
"EGR1",1,"HIF1A","eU2129","eD2129"
"NR1H3",1,"NR1D1","eU2130","eD2130"
"ESR1",1,"PPARGC1A","eU2131","eD2131"
"GATA2",-1,"PPARG","eU2132","eD2132"
"GATA3",-1,"PPARG","eU2133","eD2133"
"MAFB",1,"PDX1","eU2134","eD2134"
"ATF5",1,"CREBBP","eU2135","eD2135"
"TBX15",1,"DOT1L","eU2136","eD2136"
"TBX3",-1,"TBX2","eU2137","eD2137"
"TBX2",1,"TBX3","eU2138","eD2138"
"PRDM1",-1,"SOX6","eU2139","eD2139"
"FOXC1",1,"HEY2","eU2140","eD2140"
"FOXC2",1,"HEY2","eU2141","eD2141"
"SPIB",-1,"XBP1","eU2142","eD2142"
"SPIB",-1,"PRDM1","eU2143","eD2143"
"BHLHE40",1,"TP53","eU2144","eD2144"
"TP53",1,"BHLHE40","eU2145","eD2145"
"BHLHE40",-1,"ID1","eU2146","eD2146"
"E2F6",-1,"E2F1","eU2147","eD2147"
"E2F1",1,"E2F6","eU2148","eD2148"
"DNMT1",1,"PPARGC1A","eU2149","eD2149"
"MYC",1,"ETS2","eU2150","eD2150"
"ETS2",1,"MYC","eU2151","eD2151"
"SNAI2",-1,"ESR1","eU2152","eD2152"
"ESR1",-1,"SNAI2","eU2153","eD2153"
"NCOR1",-1,"SNAI2","eU2154","eD2154"
"TBX15",1,"RB1","eU2155","eD2155"
"SRY",1,"HNF4A","eU2156","eD2156"
"USF1",1,"CIITA","eU2157","eD2157"
"EGR1",1,"PRDM1","eU2158","eD2158"
"SP1",1,"PRDM1","eU2159","eD2159"
"SP3",1,"PRDM1","eU2160","eD2160"
"CUX1",1,"JUN","eU2161","eD2161"
"LEF1",1,"TP63","eU2162","eD2162"
"SMAD2",-1,"SNAI1","eU2163","eD2163"
"SMAD3",1,"SNAI1","eU2164","eD2164"
"SMAD4",1,"SNAI1","eU2165","eD2165"
"JUN",1,"PPARD","eU2166","eD2166"
"CREB1",1,"USF1","eU2167","eD2167"
"USF1",1,"CREB1","eU2168","eD2168"
"POU3F2",1,"MITF","eU2169","eD2169"
"AR",1,"FOXP1","eU2170","eD2170"
"FOXP1",1,"AR","eU2171","eD2171"
"SP1",1,"TBX2","eU2172","eD2172"
"IRF1",-1,"FOXP3","eU2173","eD2173"
"SPI1",1,"WT1","eU2174","eD2174"
"POU1F1",1,"ESR1","eU2175","eD2175"
"ESRRB",1,"NANOG","eU2176","eD2176"
"NANOG",1,"ESRRB","eU2177","eD2177"
"PLAGL1",1,"KAT2B","eU2178","eD2178"
"NFATC2",1,"MYOG","eU2179","eD2179"
"NFATC3",1,"MYOG","eU2180","eD2180"
"SMAD1",1,"OLIG2","eU2181","eD2181"
"SMAD4",1,"OLIG2","eU2182","eD2182"
"PRDM1",-1,"TBX21","eU2183","eD2183"
"KLF1",1,"KLF3","eU2184","eD2184"
"PGR",1,"ID4","eU2185","eD2185"
"ZNF143",1,"NANOG","eU2186","eD2186"
"NANOG",1,"ZNF143","eU2187","eD2187"
"SFPQ",-1,"PPARGC1A","eU2188","eD2188"
"YY1",-1,"DDIT3","eU2189","eD2189"
"RELA",1,"IRF1","eU2190","eD2190"
"RELA",1,"NFATC1","eU2191","eD2191"
"LEF1",1,"FOXJ1","eU2192","eD2192"
"PITX2",1,"FOXJ1","eU2193","eD2193"
"PRDM1",-1,"FOS","eU2194","eD2194"
"FOS",1,"PRDM1","eU2195","eD2195"
"OTX2",1,"HESX1","eU2196","eD2196"
"HHEX",1,"GSC","eU2197","eD2197"
"KLF6",1,"ATF3","eU2198","eD2198"
"MEF2C",1,"CTNNB1","eU2199","eD2199"
"NR3C1",-1,"HES1","eU2200","eD2200"
"HES1",-1,"NR3C1","eU2201","eD2201"
"GATA6",1,"MECOM","eU2202","eD2202"
"MEF2C",1,"MECOM","eU2203","eD2203"
"MEF2C",1,"NR2F1","eU2204","eD2204"
"NKX2_5",1,"MECOM","eU2205","eD2205"
"NKX2_5",1,"NR2F1","eU2206","eD2206"
"RUNX1",1,"FHL2","eU2207","eD2207"
"STAT3",1,"SP1","eU2208","eD2208"
"TFDP1",1,"SP1","eU2209","eD2209"
"PDX1",1,"HIPK2","eU2210","eD2210"
"PITX2",1,"SP1","eU2211","eD2211"
"SP1",1,"NFIC","eU2212","eD2212"
"NFIC",1,"SP1","eU2213","eD2213"
"HES1",1,"FOXP3","eU2214","eD2214"
"RBPJ",1,"FOXP3","eU2215","eD2215"
"EGR1",1,"CTNNB1","eU2216","eD2216"
"NR1I3",1,"FOXM1","eU2217","eD2217"
"MBD2",1,"EP300","eU2218","eD2218"
"STAT6",1,"EP300","eU2219","eD2219"
"ZBTB7A",-1,"RB1","eU2220","eD2220"
"HES1",1,"SIRT1","eU2221","eD2221"
"NCOR1",1,"SIRT1","eU2222","eD2222"
"NCOR1",1,"NOTCH1","eU2223","eD2223"
"KLF4",1,"CTBP2","eU2224","eD2224"
"SOX2",1,"CTBP2","eU2225","eD2225"
"NKX2_5",1,"NOTCH1","eU2226","eD2226"
"HMGA2",1,"SNAI1","eU2227","eD2227"
"CEBPB",1,"IRF6","eU2228","eD2228"
"TFAP2A",1,"IRF6","eU2229","eD2229"
"BHLHE41",-1,"SREBF1","eU2230","eD2230"
"EGR1",1,"ID1","eU2231","eD2231"
"ATF4",1,"LHX2","eU2232","eD2232"
"FOXO1",-1,"EGR1","eU2233","eD2233"
"NFE2L2",1,"NRF1","eU2234","eD2234"
"STAT6",1,"SMARCA4","eU2235","eD2235"
"KLF1",1,"E2F2","eU2236","eD2236"
"EWSR1",1,"PPARG","eU2237","eD2237"
"NR4A3",1,"PPARG","eU2238","eD2238"
"GLI2",1,"SOX2","eU2239","eD2239"
"SOX2",1,"GLI2","eU2240","eD2240"
"ATF4",1,"LITAF","eU2241","eD2241"
"DDIT3",1,"LITAF","eU2242","eD2242"
"ATF1",1,"TAF1","eU2243","eD2243"
"SOX9",1,"SOX10","eU2244","eD2244"
"ESRRB",1,"POU5F1","eU2245","eD2245"
"USF1",1,"PPARGC1A","eU2246","eD2246"
"GATA4",1,"PPARGC1A","eU2247","eD2247"
"SP1",1,"SP2","eU2248","eD2248"
"SP2",1,"SP1","eU2249","eD2249"
"TFAP2A",1,"SP2","eU2250","eD2250"
"SP2",1,"TFAP2A","eU2251","eD2251"
"CEBPB",1,"NR4A1","eU2252","eD2252"
"NFKB1",1,"NR4A1","eU2253","eD2253"
"EGR2",1,"MECP2","eU2254","eD2254"
"MYC",1,"THAP11","eU2255","eD2255"
"THAP11",-1,"MYC","eU2256","eD2256"
"STAT5A",-1,"ID2","eU2257","eD2257"
"YY1",-1,"HOXB13","eU2258","eD2258"
"HIC1",1,"SMARCA4","eU2259","eD2259"
"ELK1",1,"RUNX2","eU2260","eD2260"
"MYC",1,"HES1","eU2261","eD2261"
"MAFA",1,"DDIT3","eU2262","eD2262"
"NR1H3",1,"BHLHE40","eU2263","eD2263"
"ESR1",1,"HES1","eU2264","eD2264"
"HIF1A",1,"HIPK2","eU2265","eD2265"
"HIPK2",-1,"HIF1A","eU2266","eD2266"
"NFATC2",1,"GATA3","eU2267","eD2267"
"CDX1",1,"PPARG","eU2268","eD2268"
"POU5F1",1,"SALL4","eU2269","eD2269"
"SALL4",1,"POU5F1","eU2270","eD2270"
"HMGA1",1,"HAND1","eU2271","eD2271"
"MAZ",1,"PPARG","eU2272","eD2272"
"EGR3",1,"JUN","eU2273","eD2273"
"NCOA1",1,"NR5A2","eU2274","eD2274"
"MBD1",-1,"IRF8","eU2275","eD2275"
"ELF3",1,"EGR1","eU2276","eD2276"
"HMGA1",1,"STAT3","eU2277","eD2277"
"CEBPA",1,"FOXA2","eU2278","eD2278"
"FOXA2",1,"CEBPA","eU2279","eD2279"
"CEBPB",-1,"TP53","eU2280","eD2280"
"SMAD3",1,"ID1","eU2281","eD2281"
"HOXA10",1,"KAT2B","eU2282","eD2282"
"MYC",1,"MNT","eU2283","eD2283"
"MNT",1,"TP53","eU2284","eD2284"
"PAX3",1,"USF1","eU2285","eD2285"
"HIF1A",1,"FOXM1","eU2286","eD2286"
"FOXN1",1,"NOTCH1","eU2287","eD2287"
"MSX2",1,"NOTCH1","eU2288","eD2288"
"MEF2A",1,"KLF2","eU2289","eD2289"
"KLF2",1,"MEF2A","eU2290","eD2290"
"SNAI1",1,"TP53","eU2291","eD2291"
"IKZF1",1,"GATA2","eU2292","eD2292"
"VSX2",1,"TP53","eU2293","eD2293"
"GLI2",1,"HES1","eU2294","eD2294"
"GATA3",1,"STAT1","eU2295","eD2295"
"STAT1",1,"GATA3","eU2296","eD2296"
"IKZF1",1,"GATA3","eU2297","eD2297"
"IKZF1",-1,"STAT1","eU2298","eD2298"
"STAT1",1,"FOXP3","eU2299","eD2299"
"NKX2_5",1,"ETV2","eU2300","eD2300"
"NR2C1",1,"POU5F1","eU2301","eD2301"
"NR2C2",1,"POU5F1","eU2302","eD2302"
"USF1",1,"ERF","eU2303","eD2303"
"FOXA1",1,"PDX1","eU2304","eD2304"
"NR3C1",1,"BMAL1","eU2305","eD2305"
"STAT3",1,"SALL4","eU2306","eD2306"
"SP1",1,"KLF4","eU2307","eD2307"
"FOXC2",1,"HAND1","eU2308","eD2308"
"TAL1",1,"LMO2","eU2309","eD2309"
"HOPX",-1,"FOS","eU2310","eD2310"
"SRF",1,"HOPX","eU2311","eD2311"
"CEBPD",1,"GFI1","eU2312","eD2312"
"SREBF2",-1,"HNF4A","eU2313","eD2313"
"STAT3",1,"REL","eU2314","eD2314"
"EWSR1",1,"GLI1","eU2315","eD2315"
"FLI1",1,"GLI1","eU2316","eD2316"
"MYF5",1,"FOXE1","eU2317","eD2317"
"MZF1",1,"FGF2","eU2318","eD2318"
"MYC",1,"EZH2","eU2319","eD2319"
"EZH2",-1,"MYC","eU2320","eD2320"
"PPARA",1,"NR1H3","eU2321","eD2321"
"NR1H3",1,"PPARA","eU2322","eD2322"
"RUNX1",1,"SPI1","eU2323","eD2323"
"MBD2",1,"RELA","eU2324","eD2324"
"ID1",1,"ESR2","eU2325","eD2325"
"GLI1",1,"JUN","eU2326","eD2326"
"NEUROD6",1,"YBX1","eU2327","eD2327"
"RUNX1",1,"ABL1","eU2328","eD2328"
"USF2",-1,"PPARGC1A","eU2329","eD2329"
"JDP2",-1,"ATF3","eU2330","eD2330"
"TP53",1,"ZBTB7A","eU2331","eD2331"
"FOXO3",1,"FOXO4","eU2332","eD2332"
"RELA",1,"SOX9","eU2333","eD2333"
"TGIF1",1,"RARB","eU2334","eD2334"
"EGR1",1,"YBX1","eU2335","eD2335"
"SP1",1,"NKX3_1","eU2336","eD2336"
"CUX1",1,"SMARCA4","eU2337","eD2337"
"KMT2A",1,"SMARCA4","eU2338","eD2338"
"TP63",1,"ID3","eU2339","eD2339"
"ABL1",-1,"BCL6","eU2340","eD2340"
"BCL6",1,"ABL1","eU2341","eD2341"
"MEIS1",1,"NFYA","eU2342","eD2342"
"FOXO3",-1,"FOXM1","eU2343","eD2343"
"E2F1",1,"EGR1","eU2344","eD2344"
"MITF",1,"SMARCA4","eU2345","eD2345"
"VSX2",1,"SMARCA4","eU2346","eD2346"
"FOSL1",1,"GCM1","eU2347","eD2347"
"JUNB",1,"GCM1","eU2348","eD2348"
"EWSR1",1,"EZH2","eU2349","eD2349"
"FLI1",1,"EZH2","eU2350","eD2350"
"PITX2",1,"NR1H2","eU2351","eD2351"
"TP53",1,"HSF1","eU2352","eD2352"
"HSF1",1,"TP53","eU2353","eD2353"
"SOX17",-1,"CTNNB1","eU2354","eD2354"
"NCOA1",1,"NCOA3","eU2355","eD2355"
"NCOA2",1,"NCOA3","eU2356","eD2356"
"SOX9",-1,"RUNX2","eU2357","eD2357"
"RUNX2",1,"SOX9","eU2358","eD2358"
"RELA",1,"NR0B2","eU2359","eD2359"
"TBX21",1,"STAT6","eU2360","eD2360"
"STAT6",-1,"STAT4","eU2361","eD2361"
"FOXO3",1,"PPARGC1A","eU2362","eD2362"
"PPARGC1A",-1,"FOXO3","eU2363","eD2363"
"CEBPB",1,"RORA","eU2364","eD2364"
"ARNT",1,"PGR","eU2365","eD2365"
"EPAS1",1,"PGR","eU2366","eD2366"
"RUNX1",1,"KLF4","eU2367","eD2367"
"TFE3",1,"MAFB","eU2368","eD2368"
"HSF1",1,"NFIX","eU2369","eD2369"
"NFIX",1,"HSF1","eU2370","eD2370"
"STAT3",1,"DNMT1","eU2371","eD2371"
"SP3",1,"FGF2","eU2372","eD2372"
"CLOCK",1,"NR1D1","eU2373","eD2373"
"NR1D1",-1,"CLOCK","eU2374","eD2374"
"TWIST1",-1,"PPARGC1A","eU2375","eD2375"
"POU2F1",-1,"MLXIPL","eU2376","eD2376"
"CTNNB1",1,"LEF1","eU2377","eD2377"
"LEF1",1,"CTNNB1","eU2378","eD2378"
"ATF5",1,"PPARGC1A","eU2379","eD2379"
"CEBPG",1,"PPARGC1A","eU2380","eD2380"
"NFKB1",1,"CEBPA","eU2381","eD2381"
"CEBPA",1,"NFKB1","eU2382","eD2382"
"NCOA1",1,"TWIST1","eU2383","eD2383"
"ETV4",1,"TWIST1","eU2384","eD2384"
"VSX2",1,"SP3","eU2385","eD2385"
"WT1",-1,"PAX2","eU2386","eD2386"
"PAX2",1,"WT1","eU2387","eD2387"
"FOXD3",-1,"MITF","eU2388","eD2388"
"RBPJ",1,"MSX2","eU2389","eD2389"
"TP53",1,"GATA1","eU2390","eD2390"
"AR",1,"STAT5A","eU2391","eD2391"
"STAT5A",1,"AR","eU2392","eD2392"
"ATF6",1,"ESR1","eU2393","eD2393"
"USF1",1,"ID2","eU2394","eD2394"
"SP7",1,"SP1","eU2395","eD2395"
"EGR3",1,"CREBBP","eU2396","eD2396"
"CEBPB",1,"MAFB","eU2397","eD2397"
"TP53",1,"SMARCA4","eU2398","eD2398"
"FOS",1,"ETS1","eU2399","eD2399"
"ETS1",1,"FOS","eU2400","eD2400"
"JUN",1,"ETS1","eU2401","eD2401"
"ETS1",1,"JUN","eU2402","eD2402"
"PAX7",1,"ID3","eU2403","eD2403"
"NFATC1",1,"HNF4A","eU2404","eD2404"
"ID1",1,"FGF2","eU2405","eD2405"
"ID3",1,"FGF2","eU2406","eD2406"
"CEBPB",1,"XBP1","eU2407","eD2407"
"KLF2",-1,"HIF1A","eU2408","eD2408"
"E2F1",1,"HIC1","eU2409","eD2409"
"HIC1",-1,"E2F1","eU2410","eD2410"
"DDIT3",-1,"PPARGC1A","eU2411","eD2411"
"FOXO3",1,"RUNX1","eU2412","eD2412"
"DLX5",1,"MYC","eU2413","eD2413"
"GATA6",1,"MED1","eU2414","eD2414"
"TP53",1,"ID4","eU2415","eD2415"
"ID4",1,"TP53","eU2416","eD2416"
"TCF3",1,"VDR","eU2417","eD2417"
"ZEB2",1,"VDR","eU2418","eD2418"
"REL",1,"NFKB1","eU2419","eD2419"
"STAT1",1,"GFI1","eU2420","eD2420"
"STAT6",1,"GFI1","eU2421","eD2421"
"EOMES",-1,"PAX6","eU2422","eD2422"
"PAX6",1,"EOMES","eU2423","eD2423"
"GATA2",1,"GFI1B","eU2424","eD2424"
"KLF4",1,"NANOG","eU2425","eD2425"
"PBX1",1,"NANOG","eU2426","eD2426"
"BHLHE40",1,"MYOD1","eU2427","eD2427"
"MYOD1",1,"KAT2B","eU2428","eD2428"
"BHLHE40",-1,"PPARGC1A","eU2429","eD2429"
"DBP",1,"FGF2","eU2430","eD2430"
"HLF",1,"FGF2","eU2431","eD2431"
"NR0B1",-1,"ZFP42","eU2432","eD2432"
"WT1",1,"CREBBP","eU2433","eD2433"
"BCL6",1,"SPIB","eU2434","eD2434"
"JUN",1,"SPIB","eU2435","eD2435"
"MITF",1,"SPIB","eU2436","eD2436"
"PAX5",1,"SPIB","eU2437","eD2437"
"NR2E1",1,"SIRT1","eU2438","eD2438"
"NFATC1",1,"FOXP3","eU2439","eD2439"
"FOXP3",-1,"NFATC1","eU2440","eD2440"
"MAF",1,"CREBBP","eU2441","eD2441"
"EPAS1",1,"HIF3A","eU2442","eD2442"
"HIF3A",-1,"EPAS1","eU2443","eD2443"
"ESR1",1,"FOSB","eU2444","eD2444"
"ATF1",1,"FOS","eU2445","eD2445"
"NKX2_5",1,"TBX5","eU2446","eD2446"
"MYC",1,"ABL1","eU2447","eD2447"
"KLF10",1,"FOXP3","eU2448","eD2448"
"MYC",1,"E2F1","eU2449","eD2449"
"E2F1",1,"MYC","eU2450","eD2450"
"TCF3",1,"NOTCH1","eU2451","eD2451"
"ID3",1,"NOTCH1","eU2452","eD2452"
"FOXA1",1,"LMX1B","eU2453","eD2453"
"FOXA1",-1,"NKX2_2","eU2454","eD2454"
"FOXA2",1,"LMX1B","eU2455","eD2455"
"FOXA2",-1,"NKX2_2","eU2456","eD2456"
"NKX2_2",1,"LMX1B","eU2457","eD2457"
"CREB1",1,"MEIS1","eU2458","eD2458"
"NR1H3",1,"RARA","eU2459","eD2459"
"BCL6",1,"TBX21","eU2460","eD2460"
"CUX1",1,"SNAI2","eU2461","eD2461"
"PITX2",1,"ESR2","eU2462","eD2462"
"TFAP2A",-1,"PPARD","eU2463","eD2463"
"PDX1",1,"TFAM","eU2464","eD2464"
"MBD2",1,"MYOG","eU2465","eD2465"
"KLF5",1,"MYC","eU2466","eD2466"
"ESRRG",1,"CREBZF","eU2467","eD2467"
"CREBZF",1,"ESRRG","eU2468","eD2468"
"NCOA2",1,"ESRRG","eU2469","eD2469"
"NR1H3",1,"NFYA","eU2470","eD2470"
"NFYA",1,"SREBF1","eU2471","eD2471"
"SREBF1",1,"NFYA","eU2472","eD2472"
"KLF4",1,"NOTCH1","eU2473","eD2473"
"USF1",1,"NR0B2","eU2474","eD2474"
"ESRRG",1,"YY1","eU2475","eD2475"
"ESR1",1,"MYOD1","eU2476","eD2476"
"ZBTB16",1,"GFI1","eU2477","eD2477"
"GFI1",1,"ZBTB16","eU2478","eD2478"
"ID2",1,"ZBTB16","eU2479","eD2479"
"ZBTB16",1,"ID2","eU2480","eD2480"
"CREB1",1,"POU1F1","eU2481","eD2481"
"POU5F1",-1,"SOX17","eU2482","eD2482"
"SOX17",1,"POU5F1","eU2483","eD2483"
"MYC",1,"SOX2","eU2484","eD2484"
"PPARG",1,"RORC","eU2485","eD2485"
"NCOR2",1,"RORC","eU2486","eD2486"
"SNAI2",1,"RUNX2","eU2487","eD2487"
"RUNX2",1,"SNAI2","eU2488","eD2488"
"HNF4A",1,"CDX2","eU2489","eD2489"
"ONECUT1",-1,"NUPR1","eU2490","eD2490"
"MECOM",1,"PBX1","eU2491","eD2491"
